Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,,,,,
January 2013,Manwe CHPS,,,23,,,,,,,,,,,,,,,,,,,,,3,,11,2,,,,,
January 2013,Funsi Health Centre,4,0,96,,,,,,,,,,9,19,,,8,,5,,7,1,,65,,84,16,,,,,
January 2013,Buffiamah CHPS,,,7,,,,,,,,1,,,,,,,,,,,,,9,,8,1,,,,,
January 2013,Danyawkura CHPS,,,8,,,,,,,,,,2,,,,4,,4,,,,,5,,11,,,,,,
January 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Duu West,,,18,,,,,,,,,,1,,,,3,,,,,,,5,,4,,,,,,
January 2013,Naaha Health Center,7,0,46,,,,,,,,,,2,1,,,2,,7,,,,,15,,34,,,,,,
January 2013,Loggu Health Centre,6,0,75,,,,,,,,,,17,3,,,6,,13,,,,,59,,63,,,,,,
January 2013,Kulkpong CHPS,,,38,,,,,,,,,,,,,,,,,,,,,10,,13,60,,,,,
January 2013,Kundungu Health Centre,2,0,20,,,,,,,,,,,,,,4,,5,,,,,4,,33,2,,,,,
January 2013,Samuel Seidu Memorial Clinic,,,35,,,,,,,,,,43,5,,,2,,7,,,,,17,,31,10,,,,,
January 2013,Biitenge CHPS,,,19,,,,,,,,,1,1,,,,,,1,,,,,9,,31,,,,,,
February 2013,Bulenga Health Centre,13,0,133,,,,,,,,4,2,,,,,12,,11,1,,,,30,,,7,,,,,
February 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Yaala Health Centre,2,0,20,,,,,,,,,,4,,,,3,1,1,2,1,3,,7,,17,,,,,,
February 2013,Jeyiri CHPS,,,30,,,,,,,,,,5,,,,,,,,,,,11,,11,,,,,,
February 2013,Kataa CHPS,,,10,,,,,,,,,,,,,,1,,,,,,,4,,9,,,,,,
February 2013,Kpaglahi CHPS,,,9,,,,,,,,,,5,,,,,,,,,,,12,,13,,,,,,
February 2013,Goripie CHPS,,,11,,,,,,,,,,,,,,,,7,,,,,3,,45,,,,,,
February 2013,Ducie CHPS,,,18,,,,,,,,,,1,,,,1,,,,,,,4,,5,,,,,,
February 2013,Holomuni Health Centre,3,0,53,,,,,,,,,,,,,,4,,6,1,,,,44,,28,3,,,,,
February 2013,Goh CHPS,,,4,,,,,,,,,,15,,,,,,,,,,,3,,,,,,,,
February 2013,Manwe CHPS,,,23,,,,,,,,,,,,,,,,,,,,,7,,11,1,,,,,
February 2013,Funsi Health Centre,8,0,81,,,1,,,,,4,,5,19,,,,,,,7,,,42,1,68,4,,,,,
February 2013,Buffiamah CHPS,,,16,,,,,,,,,,,,,,,,1,,,,,4,,8,,,,,,
February 2013,Danyawkura CHPS,,,8,,,,,,,,,,1,,,,3,,2,,,,,3,,8,1,,,,,
February 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Duu West,,,14,,,,,,,,,,,,,,2,,5,,,,,3,,4,,,,,,
February 2013,Naaha Health Center,6,0,38,,,1,,,,,,,,,,,3,,1,,1,,,23,,38,,,,,,
February 2013,Loggu Health Centre,7,0,108,,,,,,,,,,26,5,,,3,,13,,3,,,43,,63,3,,,,,
February 2013,Kulkpong CHPS,,,22,,,,,,,,,,,,,,,,,,,,,3,,6,,,,,,
February 2013,Kundungu Health Centre,3,0,31,,,,,,,,,,,2,,,3,,2,,,,,2,,22,,,,,,
February 2013,Samuel Seidu Memorial Clinic,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Biitenge CHPS,,,14,,,,,,,,,,,1,,,1,,,,,,,8,,13,,,,,,
March 2013,Bulenga Health Centre,23,0,117,,,,,,,,3,3,22,,,,,,11,,,1,,31,,32,8,,,,,
March 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Yaala Health Centre,5,0,25,,,,,,,,,,5,1,,,6,,1,,4,2,,21,,19,,,,,,
March 2013,Jeyiri CHPS,,,22,,,,,,,,,,4,1,,,,,,,,,,13,,8,,,,,,
March 2013,Kataa CHPS,,,10,,,,,,,,,,,,,,,,1,,,,,2,,10,,,,,,
March 2013,Kpaglahi CHPS,,,13,,,,,,,,,,2,,,,,,,,,,,8,,14,,,,,,
March 2013,Goripie CHPS,,,18,,,,,,,,,,,,,,,,2,,,,,1,,18,,,,,,
March 2013,Ducie CHPS,,,22,,,,,,,,,,,,,,3,,5,,,,,12,,8,,,,,,
March 2013,Holomuni Health Centre,1,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,
March 2013,Manwe CHPS,1,0,25,,,,,,,,,,,,,,,,6,,,,,6,,8,,,,,,
March 2013,Funsi Health Centre,20,0,96,,,,,,,1,1,1,5,12,,,6,,5,,7,,,33,,42,7,,,,,
March 2013,Buffiamah CHPS,,,14,,,,,,,,,,11,,,,,,1,,,,,8,,3,1,,,,,
March 2013,Danyawkura CHPS,,,4,,,,,,,,,,3,,,,3,,5,,,,,4,,11,,,,,,
March 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Duu West,,,6,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,
March 2013,Naaha Health Center,5,0,33,,,,,,,,,,,,,,3,,3,,,,,14,,18,,,,,,
March 2013,Loggu Health Centre,11,0,131,,,2,,1,,,,,29,6,,,6,,11,4,2,2,,79,,54,4,,,,,
March 2013,Kulkpong CHPS,,,43,,,,,,,,,,,,,,,,,,,,,6,,4,1,,,,,
March 2013,Kundungu Health Centre,7,0,23,,,,,,,,,,,1,,,2,,4,,6,,,8,,11,2,,,,,
March 2013,Samuel Seidu Memorial Clinic,,,42,,,,,,,,,,27,9,,,,,,,,2,,13,,6,6,,,,,
March 2013,Biitenge CHPS,,,22,,,,,,,,,,,,,,,,2,,,,,5,,11,1,,,,,
April 2013,Bulenga Health Centre,19,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Yaala Health Centre,1,0,34,,,,,,,,,,,2,,,2,1,3,3,,1,,11,,24,,,,,,
April 2013,Jeyiri CHPS,,,31,,,,,,,,,,6,,,,6,,24,,,,,12,,31,,,,,,
April 2013,Kataa CHPS,,,12,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,
April 2013,Kpaglahi CHPS,,,13,,,,,,,,,,2,,,,1,,1,,,,,13,,8,,,,,,
April 2013,Goripie CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Ducie CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Holomuni Health Centre,2,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Goh CHPS,,,2,,,,,,,,,,8,,,,,,,,,,,,,3,,,,,,
April 2013,Manwe CHPS,,,29,,,,,,,,,,,,,,,,10,,,,,5,,22,1,,,,,
April 2013,Funsi Health Centre,14,0,70,,,,,,,,,,3,12,,1,5,,1,6,4,1,,17,,52,10,,,,,
April 2013,Buffiamah CHPS,,,22,,,,,,,,,,,,,,1,,2,,,,,14,,18,2,,,,,
April 2013,Danyawkura CHPS,,,9,,,,,,,,,,2,,,,3,,5,,,,,11,,22,,,,,,
April 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Duu West,,,7,,,,,,,,,,,,,,,,3,,,,,3,,3,,,,,,
April 2013,Naaha Health Center,5,0,38,,,1,,1,,,,,,1,,,1,,2,,,,,6,,13,1,,,,,
April 2013,Loggu Health Centre,5,0,113,,,,,,,,,,30,8,,,12,,11,5,,,,43,,86,,,,,,
April 2013,Kulkpong CHPS,,,46,,,,,,,,,,1,,,,,,,,,,,7,,10,1,,,,,
April 2013,Kundungu Health Centre,3,0,33,,,,,,,,,,,,,,4,,,,8,,,5,,17,1,,,,,
April 2013,Samuel Seidu Memorial Clinic,,,32,,,,,,,,,,31,,,,3,,7,,,,,18,,27,4,,,,,
April 2013,Biitenge CHPS,,,23,,,,,,,,,,,,,,,,2,,,,,2,,7,1,,,,,
May 2013,Bulenga Health Centre,29,0,128,,,,,,,,4,22,23,,,1,15,,24,1,,,,49,4,52,14,,,,,
May 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Yaala Health Centre,9,0,32,,,,,,,,,,2,,,,9,,2,2,3,2,,4,,6,,,,,,
May 2013,Jeyiri CHPS,,,29,,,,,,,,4,1,2,,,1,1,,2,,,,,7,,11,,,,,,
May 2013,Kataa CHPS,,,12,,,,,,,,,,,,,,1,,,1,,,,5,,9,,,,,,
May 2013,Kpaglahi CHPS,,,7,,,,,,,,,,1,,,,,,1,,,,,16,,,,,,,,
May 2013,Goripie CHPS,,,13,,,,,,,,,,,,,,,,5,,,,,1,,18,1,,,,,
May 2013,Ducie CHPS,1,0,22,,,,,,,,,,2,,,,1,,,,,,,,,1,,,,,,
May 2013,Holomuni Health Centre,2,0,48,,,,,,,,,,,2,,,8,,3,4,,2,,22,,31,,,,,,
May 2013,Goh CHPS,,,4,,,,,,,,,,,,,,1,,,,,,,3,,7,,,,,,
May 2013,Manwe CHPS,,,30,,,,,,,,,,1,,,,1,,5,,,,,9,,13,,,,,,
May 2013,Funsi Health Centre,11,0,85,,,1,,,,,,,2,13,,,14,,5,,16,3,,24,,38,4,,,,,
May 2013,Buffiamah CHPS,,,24,,,,,,,,,,,,,,,,,1,,,,12,,14,,,,,,
May 2013,Danyawkura CHPS,,,6,,,,,,,,,,1,,,,5,,2,,,,,9,,,,,,,,
May 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Duu West,,,10,,,,,,,,,,,,,,4,,2,,,,,,,4,,,,,,
May 2013,Naaha Health Center,8,0,33,,,,,2,,1,,,,1,,,1,,2,,,,,6,,6,1,,,,,
May 2013,Loggu Health Centre,18,0,94,,,,,,,,,,17,6,3,1,6,,8,,2,1,,63,,35,2,,,,,
May 2013,Kulkpong CHPS,,,26,,,,,,,,,,1,,,,1,,1,,,,,5,,10,3,,,,,
May 2013,Kundungu Health Centre,3,0,23,,,,,,,,,,1,,,,6,,1,,7,,,9,,10,3,,,,,
May 2013,Samuel Seidu Memorial Clinic,,,36,,,,,,,,,,10,3,,,2,,7,,,,,14,,16,7,,,,,
May 2013,Biitenge CHPS,,,26,,,,,,,,3,,,,,,1,,3,,,,,7,,5,,,,,,
June 2013,Bulenga Health Centre,19,0,98,,1,,,2,,,9,5,32,6,,1,15,,17,2,,1,,56,,71,2,,,,,
June 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Yaala Health Centre,1,0,29,,,,,,,,,,5,,,,4,,,2,4,1,,5,,4,,,,,,
June 2013,Jeyiri CHPS,,,27,,,,,1,,,,,3,,,,1,,1,,,,,4,,13,8,,,,,
June 2013,Kataa CHPS,,,8,,,,,,,,,,8,,,,1,,1,,,,,4,,9,,,,,,
June 2013,Kpaglahi CHPS,,,14,,,,,,,,,,,,,,,,2,1,,,,18,,,1,,,,,
June 2013,Goripie CHPS,,,21,,,,,,,,,,,,,,2,,1,,,,,,,18,,,,,,
June 2013,Ducie CHPS,,,24,,,,,,,,,,,,,,,,,,,,,3,,8,,,,,,
June 2013,Holomuni Health Centre,,,39,,,,,,,,,,4,1,,,2,,2,1,,3,,13,,15,1,,,,,
June 2013,Goh CHPS,,,1,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,
June 2013,Manwe CHPS,,,35,,,,,,,,,,,,,,1,,1,,,,,10,,16,1,,,,,
June 2013,Funsi Health Centre,21,0,56,,,,,,,,,,10,16,,,14,,12,,10,,,29,,43,13,,,,,
June 2013,Buffiamah CHPS,,,20,,,,,,,,,,,,,,1,,3,,,,,12,,14,1,,,,,
June 2013,Danyawkura CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Duu West,,,15,,,,,,,,,,,,,,5,,2,,,,,1,,6,,,,,,
June 2013,Naaha Health Center,3,0,42,,,,,1,,1,,,,2,,,2,,2,,2,3,,5,,19,,,,,,
June 2013,Loggu Health Centre,7,0,48,,,,,1,,,,,15,5,,,17,,5,,4,2,,57,,46,4,,,,,
June 2013,Kulkpong CHPS,,,30,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,
June 2013,Kundungu Health Centre,8,0,20,,,,,,,,,,3,1,,,5,,2,,11,,,12,,17,2,,,,,
June 2013,Samuel Seidu Memorial Clinic,,,25,,,,,,,,,,10,3,,,2,,1,,,,,12,,20,4,,,,,
June 2013,Biitenge CHPS,,,28,,,,,,,,,,,,,,1,,,1,1,,,4,,4,,,,,,
July 2013,Bulenga Health Centre,19,0,116,,,,,2,,,,,29,6,,1,12,,17,1,,1,,55,,66,2,,,,,
July 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Yaala Health Centre,2,0,23,,,,,,,,,,2,1,,,1,,1,,5,2,,,,2,,,,,,
July 2013,Jeyiri CHPS,,,24,,,,,,,,,,1,,,,3,,1,,,,,22,,5,,,,,,
July 2013,Kataa CHPS,,,8,,,,,,,,,,,,,,2,,1,,,,,3,,2,,,,,,
July 2013,Kpaglahi CHPS,,,8,,,,,,,,,,,,,,,,4,,,,,8,,27,,,,,,
July 2013,Goripie CHPS,,,11,,,,,,,,,,,,,,,,,,,,,1,,8,,,,,,
July 2013,Ducie CHPS,,,26,,,,,,,,,,1,,,,2,,1,,,,,5,,2,,,,,,
July 2013,Holomuni Health Centre,,,50,,,,,,,,,,,,,,6,,5,3,,1,,33,,33,,,,,,
July 2013,Goh CHPS,,,7,,,,,,,,1,,,,,,1,,,,,,,5,,17,,,,,,
July 2013,Manwe CHPS,,,36,,,,,,,,,,,,,,,,1,,,,,6,,35,,,,,,
July 2013,Funsi Health Centre,11,0,59,,,,,,,,12,12,9,9,,,13,,6,,6,,,25,,36,7,,,,,
July 2013,Buffiamah CHPS,,,26,,,,,,,,,,,,,,,,2,,,,,14,,13,,,,,,
July 2013,Danyawkura CHPS,,,10,,,,,,,,,,,,,,3,,3,,,,,5,,14,,,,,,
July 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Duu West,,,10,,,,,,,,,,,,,,3,,1,,,1,,3,,8,,,,,,
July 2013,Naaha Health Center,5,0,42,,,1,,,,,,,,2,,,,,3,,4,2,,4,,3,,,,,,
July 2013,Loggu Health Centre,11,0,123,,,,,,,,,,14,6,,,1,,12,1,2,,,25,,65,2,,,,,
July 2013,Kulkpong CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
July 2013,Kundungu Health Centre,2,0,20,,,,,,,,,,13,,,,4,,2,,3,,,9,,11,,,,,,
July 2013,Samuel Seidu Memorial Clinic,,,14,,,,,,,,,,13,2,,,,,2,1,,1,,5,,22,3,,,,,
July 2013,Biitenge CHPS,,,26,,,,,,,,,,,,,,,,,,,,,3,,6,,,,,,
August 2013,Bulenga Health Centre,16,0,125,,,,,,,,22,,81,10,,,21,,34,2,,,,,,184,14,,,,,
August 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Yaala Health Centre,1,0,30,,,,,,,,3,10,1,,,,,,2,1,4,2,,7,,9,,,,,,
August 2013,Jeyiri CHPS,,,31,,,1,,1,,,,,2,,,,2,,,,,,,17,,45,2,,,,,
August 2013,Kataa CHPS,,,7,,,,,,,,,,1,,,,,,,,,,,3,,21,,,,,,
August 2013,Kpaglahi CHPS,,,14,,,,,,,,,,,,,,,,2,,,,,24,,59,,,,,,
August 2013,Goripie CHPS,,,8,,,,,,,,,,,,,,,,,,,1,,,,12,,,,,,
August 2013,Ducie CHPS,,,39,,,,,,,,,,1,,,,1,,,,,,,3,,11,,,,,,
August 2013,Holomuni Health Centre,,,37,,,,,,,,,,1,1,,,6,,3,2,,1,,36,,66,1,,,,,
August 2013,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,1,,,4,,31,1,,,,,
August 2013,Manwe CHPS,3,0,34,,,1,,,,,,,1,,,,1,,5,,,,,11,,60,,,,,,
August 2013,Funsi Health Centre,12,0,64,,,,,,,,,,10,13,,3,4,,7,,,,,41,,90,5,,,,,
August 2013,Buffiamah CHPS,,,22,,,,,,,,,,15,,,,1,,,,,,,11,,6,,,,,,
August 2013,Danyawkura CHPS,,,10,,,,,,,,,,2,,,,5,,6,,,,,7,,36,,,,,,
August 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Duu West,,,12,,,,,,,,,,,,,,2,,,,,,,4,,19,,,,,,
August 2013,Naaha Health Center,6,0,31,,,,,,,,,,,,,10,2,,,,1,2,,32,,84,,,,,,
August 2013,Loggu Health Centre,8,0,27,,,,,,,,,,61,,,,1,,11,,,,,64,,116,4,,,,,
August 2013,Kulkpong CHPS,,,33,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
August 2013,Kundungu Health Centre,1,0,32,,,,,,,,,,,,,,3,,1,,5,,,14,,43,1,,,,,
August 2013,Samuel Seidu Memorial Clinic,,,23,,,,,,,,,,46,,,,2,,3,1,,,,10,,58,4,,,,,
August 2013,Biitenge CHPS,,,14,,,,,,,,1,,,,,,,,,,,,,7,,9,,,,,,
September 2013,Bulenga Health Centre,19,0,95,,,,,,,,,,151,14,,2,21,,24,3,,,,118,,217,9,,,,,
September 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Yaala Health Centre,1,0,22,,,,,,,,,,4,,,,2,,5,,9,3,,7,,33,6,,,,,
September 2013,Jeyiri CHPS,,,24,,,,,1,,,,,3,,,,1,,2,,,,,12,,45,,,,,,
September 2013,Kataa CHPS,,,7,,,,,,,,,,3,,,,1,,,,,,,3,,39,,,,,,
September 2013,Kpaglahi CHPS,,,16,,,,,,,,,,,,,,,,2,,,,,,,56,,,,,,
September 2013,Goripie CHPS,,,4,,,,,,,,,,,,,,,,,,,,,1,,11,,,,,,
September 2013,Ducie CHPS,,,36,,,,,,,,,,2,,,,3,,,1,,,,7,1,32,,,,,,
September 2013,Holomuni Health Centre,,,29,,,,,,,,,,2,,,,4,,8,2,,1,,32,,103,,,,,,
September 2013,Goh CHPS,,,7,,,,,,,,,,,,,,,,,,,,,6,,37,1,,,,,
September 2013,Manwe CHPS,2,0,41,,,,,,,,,,1,,,,4,,8,,,,,10,,70,,,,,,
September 2013,Funsi Health Centre,9,0,89,,,2,,,,,,,5,18,,,10,,12,4,,,,72,,12,,,,,,
September 2013,Buffiamah CHPS,,,25,,,,,1,,,,,,,,,,,,,,,,17,,49,1,,,,,
September 2013,Danyawkura CHPS,,,12,,,,,,,,,,4,,,,11,,10,,,,,4,,35,,,,,,
September 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Duu West,,,3,,,,,,,,,,1,,,,5,,14,,3,,,10,,41,,,,,,
September 2013,Naaha Health Center,7,0,37,,,,,,,,,,,,,,4,,,,4,2,,18,,57,,,,,,
September 2013,Loggu Health Centre,6,0,53,,,,,,,1,,,39,8,,,5,,10,9,,,,69,,178,5,,,,,
September 2013,Kulkpong CHPS,,,46,,,,,3,,,,,,,,,,,,,,,,3,,24,6,,,,,
September 2013,Kundungu Health Centre,3,0,30,,,,,,,,,,1,,,,1,,1,,3,,,5,,66,1,,,,,
September 2013,Samuel Seidu Memorial Clinic,,,,,,,,,,,,,71,5,,,2,,6,,,,,10,,61,9,,,,,
September 2013,Biitenge CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
October 2013,Bulenga Health Centre,18,0,71,,,2,,,,,108,,226,14,,,16,,8,3,,,,118,,201,11,,,,,
October 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Yaala Health Centre,1,0,23,,,,,,,,8,1,3,,,,1,,15,1,,3,,15,,33,1,,,,,
October 2013,Jeyiri CHPS,,,17,,,,,,,,,,,,,,,,2,,,,,10,,19,,,,,,
October 2013,Kataa CHPS,,,5,,,,,,,,,,1,,,,,,1,,,,,,,10,1,,,,,
October 2013,Kpaglahi CHPS,,,8,,,,,,,,,,,,,,,,1,,6,,,6,,48,,,,,,
October 2013,Goripie CHPS,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
October 2013,Ducie CHPS,,,22,,,,,,,,,,,2,,,,,1,,,,,4,1,5,1,,,,,
October 2013,Holomuni Health Centre,,,38,,,,,,,,,,,,,,1,,,,,,,22,,72,,,,,,
October 2013,Goh CHPS,,,4,,,,,3,,,,,,,,,2,,,,,,,11,,14,2,,,,,
October 2013,Manwe CHPS,5,0,32,,,,,,,,,,,,,,3,,2,,,,,8,,23,,,,,,
October 2013,Funsi Health Centre,16,0,58,,,1,,,,,2,,22,11,,,11,,3,,5,4,,31,,100,1,,,,,
October 2013,Buffiamah CHPS,,,18,,,,,1,,,,,,,,,1,,3,,,,,22,,46,2,,,,,
October 2013,Danyawkura CHPS,,,6,,,,,,,,,,,,,,7,,5,,,,,5,,32,,,,,,
October 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Duu West,,,11,,,,,,,,,,,,,,,,1,,,,,3,,14,,,,,,
October 2013,Naaha Health Center,8,0,31,,,,,1,,1,,,,,,,2,,5,,1,,,7,,35,,,,,,
October 2013,Loggu Health Centre,8,0,95,,,2,,2,,,,,25,11,,,14,,4,10,,,,65,,133,,,,,,
October 2013,Kulkpong CHPS,,,35,,,,,2,,,,,,,,,,,,,,,,7,,6,1,,,,,
October 2013,Kundungu Health Centre,4,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Samuel Seidu Memorial Clinic,,,21,,,,,3,,,,,31,2,,,3,,5,1,,,,17,,48,11,,,,,
October 2013,Biitenge CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,12,,,,,,
November 2013,Bulenga Health Centre,23,0,69,,,2,,1,,,38,,181,17,,,16,,3,2,,,,112,,125,3,,,,,
November 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Yaala Health Centre,1,0,35,,,,,,,,,,9,,1,,3,,,2,,,,5,,18,2,,,,,
November 2013,Jeyiri CHPS,,,10,,,,,,,,,,,,,,,,,,,1,,12,,21,4,,,,,
November 2013,Kataa CHPS,,,5,,,,,,,,,,2,,,,1,,,,,,,2,,19,,,,,,
November 2013,Kpaglahi CHPS,,,19,,,,,,,,,,,,,,,,2,,,,,16,,39,,,,,,
November 2013,Goripie CHPS,,,7,,,,,2,,,,,3,,,,,,,,,,,11,,30,,,,,,
November 2013,Ducie CHPS,,,26,,,,,,,,,,,,,,,,1,,,,,2,,4,,,,,,
November 2013,Holomuni Health Centre,1,0,40,,,,,,,,,,,,,,3,,8,,,,,20,,44,1,,,,,
November 2013,Goh CHPS,,,4,,,,,,,,,,,,,,2,,1,,,,,1,,11,,,,,,
November 2013,Manwe CHPS,,,39,,,,,,,,,,,,,,1,,8,,,,,7,,24,,,,,,
November 2013,Funsi Health Centre,11,0,79,,,,,,,,,,6,4,,,6,,62,,6,,,34,,84,5,,,,,
November 2013,Buffiamah CHPS,,,20,,,,,,,,,,,,,,,,,,,,,9,,23,2,,,,,
November 2013,Danyawkura CHPS,,,11,,,,,,,,,,1,,,,4,,3,,,,,3,,15,,,,,,
November 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Duu West,1,0,15,,,,,,,,,,1,,,,2,,2,,,,,4,,10,,,,,,
November 2013,Naaha Health Center,9,0,36,,,,,,,,,,,,,,4,,,,2,4,,5,,34,,,,,,
November 2013,Loggu Health Centre,9,0,73,,,,,,,,,,13,6,,,6,,6,6,,,,55,,62,,,,,,
November 2013,Kulkpong CHPS,,,34,,,,,,,,,,1,,,,1,,1,,,,,8,,12,,,,,,
November 2013,Kundungu Health Centre,2,0,35,,,,,,,,,,,6,,,3,,1,,3,,,10,,17,2,,,,,
November 2013,Samuel Seidu Memorial Clinic,,,15,,,,,,,,,,31,1,,,2,,3,1,,,,15,,62,6,,,,,
November 2013,Biitenge CHPS,,,10,,,,,,,,,,1,,,,,,,,,,,7,,4,,,,,,
December 2013,Bulenga Health Centre,15,0,100,,,3,,2,,,34,,142,19,,,14,,2,1,,1,,85,,92,,,,,,
December 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Yaala Health Centre,2,0,31,,,,,,,,,1,2,1,,,3,,,,4,,,,,13,,,,,,
December 2013,Jeyiri CHPS,,,23,,,,,,,,,,,,,,,,,,,1,,10,,20,2,,,,,
December 2013,Kataa CHPS,,,7,,,,,,,,,,,,,,1,,1,,,,,5,,13,,,,,,
December 2013,Kpaglahi CHPS,,,19,,,,,,,,,,,,,,,,,,,,,9,,33,,,,,,
December 2013,Goripie CHPS,,,4,,,,,,,,,,,,,,,,,,,,,9,,20,,,,,,
December 2013,Ducie CHPS,,,32,,,,,,,,,,,,,,1,,5,,,,,7,,6,,,,,,
December 2013,Holomuni Health Centre,,,27,,,,,,,,,,,,,,4,,6,1,,,,26,,35,4,,,,,
December 2013,Goh CHPS,,,6,,,,,,,,,,,,,,,,,,,,,9,,13,,,,,,
December 2013,Manwe CHPS,,,,,,,,,,,,,,,,,,,4,,,,,8,,17,,,,,,
December 2013,Funsi Health Centre,18,0,70,,,,,,,,1,,13,7,,,2,,1,2,8,2,,27,,64,,,,,,
December 2013,Buffiamah CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
December 2013,Danyawkura CHPS,,,10,,,,,,,,,,,,,,4,,4,,,,,,,13,,,,,,
December 2013,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Duu West,,,11,,,,,,,,,,,,,,1,,2,,,,,5,,6,,,,,,
December 2013,Naaha Health Center,4,0,38,,,,,,,,,,,,,,1,,3,,3,,,17,,44,,,,,,
December 2013,Loggu Health Centre,2,0,34,,,,,,,,,,3,5,,,4,,4,,,,,59,,75,,,,,,
December 2013,Kulkpong CHPS,,,14,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,
December 2013,Kundungu Health Centre,1,0,13,,,,,,,,,,1,4,,,4,,4,,1,,,6,,14,,,,,,
December 2013,Samuel Seidu Memorial Clinic,,,44,,,,,,,,,,28,1,,,1,,6,,,,,11,,47,8,,,,,
December 2013,Biitenge CHPS,,,7,,,,,,,,,,,,,,2,,,,,,,13,,8,,,,,,
January 2014,Bulenga Health Centre,22,0,175,,,,,,,,27,2,49,4,,,8,,24,1,,,,100,,126,,,,,,
January 2014,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
